shortcode,media,caption,comments,likes,username
B1_rXvLh21O,https://instagram.fclj2-1.fna.fbcdn.net/vp/dc27fa83b3be5aeb44927356a05a7f69/5E0A554C/t51.2885-15/e35/p1080x1080/68702197_466146847559533_1796528861713309755_n.jpg?_nc_ht=instagram.fclj2-1.fna.fbcdn.net&_nc_cat=101,"My belly is home to an entire reproductive system. The same system that created you and allowed for your being in this reality.

I am grateful for my body because it allows me to roam on this earth and creates new life so that I may meet my children, hold them with these arms and kiss them with these lips.

I am grateful for my belly because it harnesses energy from the food I so love to eat. It works so hard to keep me alive and thriving without me even trying.

I am grateful for this belly because it holds all life within it. The place where souls come to life. The home of burning passion, ancient knowledge and divine female intuition.

This belly is sacred. So is yours.",88,2761,blueollis
B1_yUeLpu6k,https://instagram.fclj2-1.fna.fbcdn.net/vp/6f3386fb71d4269537cb7b6b8a42b7ab/5E3BC110/t51.2885-15/e35/p1080x1080/67772123_2127994303973228_3939593121422542815_n.jpg?_nc_ht=instagram.fclj2-1.fna.fbcdn.net&_nc_cat=108,Corn Chowder with a Red Pepper Swirl from @david_tanis for @nytcookingFood Styling by @iaheats,0,750,andrewscrivani
B1atzOyAO6H,https://instagram.fclj2-1.fna.fbcdn.net/vp/bd2e067a7ba145d8dbbf916bfde70ed2/5DFD1683/t51.2885-15/e35/s1080x1080/67398577_121665635830190_3504217410016848734_n.jpg?_nc_ht=instagram.fclj2-1.fna.fbcdn.net&_nc_cat=102,"Some people have their full English at breakfast 🍳. Why shouldn’t it be at dinner too?
.
Full English. Black pudding & pork sausage. Poached quail egg. nel. made beans. Celeriac hash brown. Bacon brioche crumb. Mushroom purée. Sun dried tomato.
.
👨‍🍳: @nellyjrobinson 📸: @colebennetts",5,283,nelrestaurant
B1b9WHTAYzs,https://instagram.fclj2-1.fna.fbcdn.net/vp/beaccc1c651abdcaa64705208f6c7364/5E391B26/t51.2885-15/e35/p1080x1080/67110241_2371959286380157_832766769094930156_n.jpg?_nc_ht=instagram.fclj2-1.fna.fbcdn.net&_nc_cat=101,"Easy meals are my favorite meals 🙌🏼
Perfect bowl for lunch. Rice, broccoli & the @mayakaimalfoods everyday Dal in the red lentil, butternut squash & coconut flavor. One of my favorite quick meals. 
I love this dal because I can put it in the microwave and it’s done in less than two minutes! Serve it with your favorite grains and veggies and you’ve got the perfect vegan meal that includes plant based protein😍 they come in a few other flavors too so the combinations are endless 👌🏼 Obsessed! #ad",60,2452,plantbasedjane
B1bi88GhRDv,https://instagram.fclj2-1.fna.fbcdn.net/vp/8ae717caa1bf67cc61f8767a7ae498d0/5D847FD4/t51.2885-15/sh0.08/e35/c0.90.720.720a/s640x640/67131937_1107800769609318_8579807439576640735_n.jpg?_nc_ht=instagram.fclj2-1.fna.fbcdn.net&_nc_cat=106,"Perks of the job: sitting in a little shack in Mexico and a chicken deciding to jump on my head to roost for the night. It did this three times, I think she loved me?",14,1203,phil_torres
B1e1Txng1ap,https://instagram.fclj2-1.fna.fbcdn.net/vp/5f58a9248199541ef41d87c86b1a8caf/5E008573/t51.2885-15/e35/s1080x1080/67827890_643174659508614_1320603402735016499_n.jpg?_nc_ht=instagram.fclj2-1.fna.fbcdn.net&_nc_cat=106,"The Brits love a tea & they also love a gin. We’ve combined the two to create G & Tea.
.
Chamomile infused gin. Tonic. Cucumber ice. 
Final weeks of our British Pub Classics menu 🇬🇧 .
.
📸: @colebennetts",13,158,nelrestaurant
B1e5krYHpWp,https://instagram.fclj2-1.fna.fbcdn.net/vp/7bc611da93f0e695efb5385716904142/5E1C00B0/t51.2885-15/e35/69176746_1249760481877555_1509839968593399410_n.jpg?_nc_ht=instagram.fclj2-1.fna.fbcdn.net&_nc_cat=107,"Toothfish 
________
Corner House | Singapore Botanic Gardens, 1 Cluny Road, Singapore
________
A fresh and tender Patagonian Toothfish filet paired beautifully together with a salty slice of Iberico Pork Jowl all brought together by a delicious sauce!
________
PS. The lunch menu is a lighter (and cheaper!) affair but to experience their whole gastronomic range, go there for dinner!
________
Check out our IG stories and Highlights (on the profile!!) to get some videos that'll be sure to get you hungry",0,30,eatsmorefun
B1eHV2ShQod,https://instagram.fclj2-1.fna.fbcdn.net/vp/1811adf371c331b0bace9fa9d2e1ee44/5DFAF987/t51.2885-15/e35/p1080x1080/68719156_393790494613976_6803016357975519855_n.jpg?_nc_ht=instagram.fclj2-1.fna.fbcdn.net&_nc_cat=108,"Might be my new fave local pasta spot @pophamsbakery - Taleggio Cappelletti, macerated grapes & hazelnuts, all my favourites things 🍝",105,515,annabarnettcooks
B1eiEtNAdeg,https://instagram.fclj2-1.fna.fbcdn.net/vp/c08a3dd8b856f567ae36758bbeeea53d/5E1F4488/t51.2885-15/e35/p1080x1080/67727253_149849362872491_4601188349673978532_n.jpg?_nc_ht=instagram.fclj2-1.fna.fbcdn.net&_nc_cat=111,"Another day, another pesto recipe 🙌🏼
Kale pesto is a great way to get in extra greens without it overpowering the basil flavor. It’s delicious and I love it!
All my pesto recipes have hemp hearts (in replacement of nuts due to my allergies) but I decided to swap them out for pumpkin seeds this time and I was not disappointed! 
Super easy recipe and tastes sooo good!
2 cups kale
1 cup basil 
1/4 cup pumpkin seeds 
1/4 cup nutritional yeast 
2 cloves garlic 
Juice of 1 lemon 
Salt & Pepper
1/3 cup olive oil. 
Mix everything in a food processor or blender and mix until everything is combined! Adding the olive oil gradually is the way to go but I usually just mix it all at once and it comes out perfectly!",88,4179,plantbasedjane
B1kFtplncmZ,https://instagram.fclj2-1.fna.fbcdn.net/vp/e0804062ae7bac119a5cff5498ae24d7/5E18DABF/t51.2885-15/e35/s1080x1080/67340351_2268260536618751_239568601246240362_n.jpg?_nc_ht=instagram.fclj2-1.fna.fbcdn.net&_nc_cat=111,Saturday mood 🍕💃🏻💋 we looove our dining table + chairs from @interiordefine and they are having a massive SALE right now!! Link in stories 💫✨,0,1232,chefchloe
B1laiEthqQT,https://instagram.fclj2-1.fna.fbcdn.net/vp/b5d1ccac46ca80c21a37bf9ea0370f37/5E1A362D/t51.2885-15/e35/p1080x1080/67788461_209890403327726_8461327336170314944_n.jpg?_nc_ht=instagram.fclj2-1.fna.fbcdn.net&_nc_cat=102,"Wishing we were back here this wknd. That 5am wake up to see the sunrise over Durdle door was well worth it! We stayed at @thepig_hotel Pig On the Beach which was heaven. Their 25 mile menu was completely delicious and worth the drive alone!!! I’ll take Jeff Lander’s 3 mile lobster any day of the week!! This wknd it full of DIY. So far I’ve walked then bathed the dog and spent a serious amount of time masking taping door frames. 🌿🌿🌿
In far more exciting news, I’ve just launched the next date for the DINNER PARTY PRO cookery classes, after the last one sold out in a day! I’ll be hosting these in our newly painted home! Saturday 5th of October - link in profile. Come cook, style and feast with me!!",92,908,annabarnettcooks
B1lxyANneiE,https://instagram.fclj2-1.fna.fbcdn.net/vp/cc41382c2e9a2cf54487ebbf12ef61ae/5E1BC8FF/t51.2885-15/e35/67430023_2691665194191692_7891094511117424857_n.jpg?_nc_ht=instagram.fclj2-1.fna.fbcdn.net&_nc_cat=108,"I wasn’t born in Hong Kong.  I’m not a Hong Konger.  For the short four years that I’ve lived here, I’m not even eligible for permanent residency. ⁣
⁣⁣
⁣I was born in Taiwan.  A country where the gift of democracy has  been pre-paid for, by many generations before me, by strangers in the distant past who have laid down their lives so I, and you, and all the ambiguous individual far far into the unknown future, could maybe, maybe have a say, a voice, a vote in the system that none of us can choose to be born into.  It’s a birthright that many of us have taken for granted, that many of us are too fortunate to have forgotten, that democracy had never come without a price.⁣
⁣⁣
⁣If you haven’t already heard, Hong Kong has been, for the past few months, in a uprising and sometimes violent battle for democracy against the authoritarian central government of China.  They call it, the revolution of their time.  A seemingly hopeless dignity.  I don’t know what will happen, nobody does, but I can only wish that whatever voice I am granted with in this world of social media, could help their voice be heard from a little bit further.  Because I believe that authoritarianism only looks strong but is truthfully fragile.  That once there is a crack, anything is possible.  Share if you agree. ⁣
⁣⁣
⁣#hongkongprotest #守護香港 #香港加油",301,6321,ladyandpups
B1m5we_AN0K,https://instagram.fclj2-1.fna.fbcdn.net/vp/4508ae1ea7f57c9fbd3553caea3dd094/5E18FBD8/t51.2885-15/e35/p1080x1080/67431802_189582012055425_3346710684100310846_n.jpg?_nc_ht=instagram.fclj2-1.fna.fbcdn.net&_nc_cat=109,"We love @italyonmymind boldness and taste for the uncommon. Her homemade Orecchiette with cuttlefish ink is served with a generous helping of puttanesca made with Mutti Polpa Finely Chopped Tomatoes.

We think this is the perfect balance of saltiness and fresh tomato flavours, enough to wow anyone's restless taste buds. Anyone else tried whipping up homemade pasta?
.
🍅🍅🍅
.
#MUTTICLASSIC: Italian dishes you'll love, with a dash of extraordinary 🇮🇹",5,1131,muttipomodoroau
B1mNpfchNzz,https://instagram.fclj2-1.fna.fbcdn.net/vp/d5aaa4102188872f40f9d879e047d39c/5E0A0B97/t51.2885-15/e35/p1080x1080/67767171_1304756836350179_6999672429742991300_n.jpg?_nc_ht=instagram.fclj2-1.fna.fbcdn.net&_nc_cat=111,"I choose to create most of my own toiletries because — they use minimum ingredients
— I’m in control of the ingredients
— they’re cruelty-free and vegan
— they’re healthier for me
— they’re non-toxic
— they’re better for the environment
— it’s therapeutic to create
— it’s part of my mindfulness practice
— it keeps me better connected to my body
— I can adjust ingredients as my body needs
— it aligns with my life ethos and ethics
— I can change the scent up whenever I like
— I can refine the ingredients to create something bespoke and tailored to me
— it’s more affordable
— it reduces my dependence on others
— it reduces my funding of capitalism
— I never have to worry about running out or discontinuation
— they take up less room
— I can use whatever container I like to make it lower waste or easier to travel with
— I like to experiment
— I get to know my body better

I choose to create my products because it feels aligned.",37,605,blueollis
B1nvf8UH-ib,https://instagram.fclj2-1.fna.fbcdn.net/vp/60ad01601fcb791fdc82e001b9425c3c/5E02BE0C/t51.2885-15/e35/67438314_687293478418603_3803229299273057430_n.jpg?_nc_ht=instagram.fclj2-1.fna.fbcdn.net&_nc_cat=107,"In a debate, the participants who feel innately that they do not stand on the ground of reasons, will most likely default to personal insults as an armor for their anxiety.  It is the ultimate tell of someone losing their argument.  I’m not saying this to upset anyone. ⁣⁣
⁣⁣⁣⁣
⁣⁣I’m simply saying this because I want to bring to light for the commenters who were angered by my last post, that the fact they are able to criticize in this space is a direct result of the very thing that they are criticizing against.  That the right of saying what they said in the place where they said it, is the fruit of the fundamental values of democracy.  To say democracy is not valid is to say that their comments are not valid, and hence saying nothing. ⁣⁣
⁣⁣⁣⁣
⁣⁣Those who screamed against the desire for democracy in their comments, are already practicing democracy without knowing. ⁣⁣
⁣⁣⁣⁣
⁣⁣So welcome.  You are already one of us. ⁣⁣
⁣⁣⁣⁣
⁣⁣But democracy only works on the ground of - amongst other things - freedom of information and speech.  And a well-informed speech can only be constructed and effectively delivered through facts, reasons, and the willingness to understand, sometimes even empathize with the opposition argument.  So practice it.  If you are already on Instagram, then it means you are treading beyond the firewall of censored internet in China, meaning that you already wanting more, that you have access to Google, to more than one side of the history, to the free-ranging vastness of informations, knowledge, philosophies and perspectives, the wilderness of forming your own thoughts, as scary as it is, as far as the willingness of your mind will take you. ⁣
⁣⁣
⁣So go search, absorb, struggle, evolve, and form your opinion with this powerful tool that is outlawed by the system that you are currently defending.  Be smart, be civil, convince me!  And as you are doing it, know that, hey, that good feeling that you are experiencing right now, that is what the Hong Kong people are fighting for for the next generations to come. ⁣⁣
⁣⁣#hongkongprotest #守護香港",98,2970,ladyandpups
B1o1dZUA0Yb,https://instagram.fclj2-1.fna.fbcdn.net/vp/0e42f53d3b50d5b1aa09476f9f8d14e0/5DFFEE87/t51.2885-15/e35/p1080x1080/67258791_121826895829773_3313284015961988113_n.jpg?_nc_ht=instagram.fclj2-1.fna.fbcdn.net&_nc_cat=109,"Happy Monday! Starting off my little series of fun and easy back to school lunch ideas (or just lunch meals for work/everyday in general) and I’m so excited! Love this sandwich using the @drpraegers California Veggie Burgers! I know a lot of schools have gotten better about having nut free cafeterias (FINALLY!) so obviously these will all be nut free. 
@drpraegers California Veggie burger sandwich:
1. @drpraegers California Veggie burger 
2. Bread (two slices)
3. Tempeh bacon
4. Lettuce 
5. Chive vegan mayo
Cook veggie burger according to package instructions (or in the air fryer like I did), and prepare your tempeh bacon. Mix vegan mayo with sliced fresh chives and assemble your sandwich! I recommend having the lettuce closest to the two slices of bread to avoid it from getting soggy! I served it with some carrots, fruit & pretzels. However the sides are totally up to you! The @drpraegers veggie burgers are my favorite and are perfect as they are packed with delicious veggies! #ad",47,1924,plantbasedjane
B1oMX8fHWz7,https://instagram.fclj2-1.fna.fbcdn.net/vp/f223f2204313d94c92a251cad4f69cde/5E3BC8E6/t51.2885-15/e35/67643460_451505579027411_3501440037578514475_n.jpg?_nc_ht=instagram.fclj2-1.fna.fbcdn.net&_nc_cat=111,"💛👗 It feels as if the only content I should be posting should be related to fires around the world, whether it's the Arctic or the Amazon. However, it's important for me to sometimes return to my roots of content creating and publish something a little easier to digest...⁣⁣
⁣⁣
Which is why I'm linking accounts to follow, after I'm done talking about my new blog post which has just gone up. I won't lie though, the words to go alongside this shoot we (myself and my photographer Dad) shot in Italy, aren't as light as I'd originally intended. It's almost impossible for me to compartmentalise fashion from the climate crisis, now.⁣⁣
⁣⁣
However, I think it focuses on something vital reusing what already exists when our world is suffering under our demand for more. There is so much beauty and life in what has already been used - whether it's an outfit or an abandoned waterpark at golden hour. ⁣⁣
⁣⁣
Link in my bio for the full editorial style shoot and the stories behind my clothes. ⁣⁣
⁣⁣
🔥 ACCOUNTS TO FOLLOW: 🔥⁣⁣
🗣️ @toritsui_⁣
🗣️ @earthbyhelena⁣
🗣️ @ajabarber⁣
🗣️ @confirm_humanity
🗣️ @rainforestalliance⁣
🗣️ @wwf_uk
✊ @extinctionrebellion
⁣⁣
👗💛 #secondhandclothes #secondhand #sustainablefashion #ethicalfashion #slowfashion #slowstyling #vintage #thrifted #upcycled #fashionphotography #greenfluencer #ecoblogger #editorial #ootd #ecoootd #oootd #charityshopfinds #italy #matera #goldenhour #rebelforlife #sustainableactivist",30,551,tollydollyposh
B1oOgukB70b,https://instagram.fclj2-1.fna.fbcdn.net/vp/12dbeba5e02c09a1d946a92c8d98b275/5D849756/t51.2885-15/sh0.08/e35/s640x640/67615703_143270113546028_1543528453673971126_n.jpg?_nc_ht=instagram.fclj2-1.fna.fbcdn.net&_nc_cat=108,"The Amazon Rainforest is burning down, and the nature and people within it are at risk more than ever. There are times when we have to look at our Earth and draw a hard line on our values- is a forest’s value merely the sum of its raw materials like oil, lumber, farmable land? Or is it synergistic, greater than the sum of its parts because of the native peoples, the endless discoveries waiting to be found, the wonderful interactions like butterflies drinking the tears of turtles on the side of the river?
If you want to take a stand this week, there are some fantastic organizations to follow that can show you the way.
@rainforestalliance is THE leader in certifying sustainable products, from coffee to palm oil to even toilet paper! Buying @rainforestalliance certified products does well for the people and the forests.
@amazonwatch is a long-time superhero advocate for indigenous rights in the Amazon. They do such important work across the region fighting the good fight via advocacy in government and in court.
@rainforestactionnetwork has done an excellent job buying tracts of land for conservation and so much more.
I filmed this interaction of butterflies drinking turtle tears last year in Peru and it still blows my mind looking at it and realizing the rainforest is like a real-life Disney movie. But we can’t let the bad guys win. 🦋🌿✊🏼",55,2591,phil_torres
B1oovmZJmwX,https://instagram.fclj2-1.fna.fbcdn.net/vp/ed3921804eeaf9c4d052faf0b572328a/5D85595B/t51.2885-15/e35/67421637_149852312753422_5362108271182127884_n.jpg?_nc_ht=instagram.fclj2-1.fna.fbcdn.net&_nc_cat=110,Thanks so much to @creativelive and @kennaklosterman for having me on the We Are Photographers Podcast.  Please have a listen : link in my profile.,28,695,andrewscrivani
B1qTj8aDNo-,https://instagram.fclj2-1.fna.fbcdn.net/vp/4818b88d3db57e8cef391b8e62248599/5E1BD6E8/t51.2885-15/e35/p1080x1080/67647078_127022328594453_7860880457938552754_n.jpg?_nc_ht=instagram.fclj2-1.fna.fbcdn.net&_nc_cat=109,"Breakfast makes me excited. It’s like starting a new notebook on a fresh page. It’s another chance to break the fast by putting something nourishing into my home body. A new day awaits and I will start it by telling and showing my Self that I’m grateful for all she does and love her so very much.

What’s your favourite meal of the day?
.
#plantbasedbreakfast #mindfulness #beherenow",40,614,blueollis
B1rUuGihG7y,https://instagram.fclj2-1.fna.fbcdn.net/vp/3e2725113ef0b122e16481389ee7b934/5E04EBC9/t51.2885-15/e35/p1080x1080/67564750_425249388095267_1231702813386526754_n.jpg?_nc_ht=instagram.fclj2-1.fna.fbcdn.net&_nc_cat=111,A serious taco feast going on @tacos_el_pastor These might just be my favourite in town 🌮 🌮 🌮,63,367,annabarnettcooks
B1rexI7gU6X,https://instagram.fclj2-1.fna.fbcdn.net/vp/cc77c899d7e084e7b5d8eeec0e7e7442/5E1D6BB2/t51.2885-15/e35/p1080x1080/69240292_186237295715240_778211797401579515_n.jpg?_nc_ht=instagram.fclj2-1.fna.fbcdn.net&_nc_cat=108,"Vegan vodka spaghetti & broccoli = beautiful combo! 
Vegan vodka sauce is by @jargoods 😍😍😍
Having the most productive day and I’m feeling soooo good! Forcing myself to go to bed early and waking up feeling super refreshed is the best feeling ever. I got so much stuff done before it was even 10:30am. What are your favorite ways to wind down at night to help you fall asleep earlier? I could use all the help I can get! 
Hope you’re all having a great Tuesday!",87,6131,plantbasedjane
B1ssDP7grag,https://instagram.fclj2-1.fna.fbcdn.net/vp/2b60532c5de94124038113f80238f057/5E18F82C/t51.2885-15/e35/s1080x1080/67827889_400819407456883_3275436799497122636_n.jpg?_nc_ht=instagram.fclj2-1.fna.fbcdn.net&_nc_cat=107,"A petit four fit for a queen 👑.
.
Victoria’s Sponge. Elderflower butter cream. Strawberry jam.
.
👨‍🍳: @nellyjrobinson 📸: @colebennetts",4,179,nelrestaurant
B1tnoRqhJE8,https://instagram.fclj2-1.fna.fbcdn.net/vp/11a12bfb7b76efd1e012284f749d9ced/5E1A04D0/t51.2885-15/e35/p1080x1080/67809943_445235752734858_2149839028338771674_n.jpg?_nc_ht=instagram.fclj2-1.fna.fbcdn.net&_nc_cat=106,"After my recent trip to Puy with @merchantgourmet there’s been a flurry of Puy lentil dishes being served at every occasion possible, from picnics to lunches to dinners, I’m throwing them in everything. This might have been my favourite though! Puy lentil, confit garlic, coriander and melon. Couldn’t be simpler but it’s so delicious. My jar of confit garlic is emptying out quicker than I’d like it to be! Follow the link in my profile for the recipe! {Ad}",0,705,annabarnettcooks
B1to9tOBPqS,https://instagram.fclj2-1.fna.fbcdn.net/vp/a36cf2f814ccce1b54bae5f301dd2082/5DFCDF5E/t51.2885-15/e35/p1080x1080/70426063_2384868228507385_3785495603674738595_n.jpg?_nc_ht=instagram.fclj2-1.fna.fbcdn.net&_nc_cat=101,"Finding inner peace, self love, true confidence and a fulfilling life is all work in progress. We shift our shape and our thoughts, desires, dreams are like liquid, finding new places to settle only to erode the surface and find home once again somewhere else.

What I wanted 5 years ago is not what I see for myself now, how I felt about myself last year is not how I think now and what I created yesterday is already outdated. I love who I was, her steps echo with me now, and I am becoming, unravelling further, uncoiling the shadows and revealing anew. What once was is not dead but transformed into an ever-evolving mystery. And I am enamoured.",19,517,blueollis
B1uEOnjHDhm,https://instagram.fclj2-1.fna.fbcdn.net/vp/770d92ed486c4dded5e0ae8f32d4061b/5E178802/t51.2885-15/e35/p1080x1080/67439759_124009575614858_8542813040219826046_n.jpg?_nc_ht=instagram.fclj2-1.fna.fbcdn.net&_nc_cat=102,"Hi instagram!👋🏻 thought it would be fun to share✨5 REAL-LIFE FACTS ABOUT ME✨ 1. I’ve been #vegan for over 15 years- best decision ever & nope never crave anything nonvegan👩🏻‍🍳🥦🍓 2. Mom to @wafflestotherescue and considering getting a second.. 🤷🏻‍♀️#catlady 3. I always start munching on my groceries while I shop, embarrassing at the checkout when the baguette is half eaten🥖🙈 4. I hate sleeping, I think it’s the most boring thing ever 😌💤 don’t get why people love it! 5. People ask me if I’m “always happy”... not at all! I cry all the time and am working through a lot of challenges & adversity, but my face just naturally has a massive smile most times 😆 Have any more questions for me?? Ask below and I’ll try to answer! 💜",0,6329,chefchloe
B1wIvY0HF8k,https://instagram.fclj2-1.fna.fbcdn.net/vp/7f04e01f628170a01567b917508b3832/5E352961/t51.2885-15/e35/67500575_185274712505036_1834572655153544387_n.jpg?_nc_ht=instagram.fclj2-1.fna.fbcdn.net&_nc_cat=108,"Another cookbook recipe preview on the blog!  Shrimp wontons served with a tangy tomato and pickled chili salsa, and a rich coconut chili oil extracted from the frying of all the shrimp heads and shells and makrut lime leaves.  It’s slippery and bouncy, tangy and rich, spicy and creamy all at the same time.  And don’t forget to preorder our cookbook where there is an entire “snacking” chapter filled with delicious little morsels like this!  All links in profile.⁣
⁣•⁣
⁣•⁣
⁣•⁣
⁣•⁣
⁣•⁣
⁣#f52grams #feedfeed #huffposttaste #buzzfeast #eeeeeats #beautifulcuisines #thekitchn #foodandwine #forkyeah #yahoofood #onthetable #buzzfeedfood #vscofood #foodstyling #foodphotography #lifeandthyme #eater #heresmyfood #food52 #gloobyfood #foodgawker #eattheworld #eatfamous #tastingtable #dailyfoodfeed #spoonfeed #foodbeast #hautecuisines #foodblogfeed #onmytable",0,4384,ladyandpups
B1wS1lqHnsD,https://instagram.fclj2-1.fna.fbcdn.net/vp/a5dbc0be35628be426ae31ce20d45b01/5E1EFBDF/t51.2885-15/e35/s1080x1080/67299668_104196060875902_5210081469996148221_n.jpg?_nc_ht=instagram.fclj2-1.fna.fbcdn.net&_nc_cat=110,"I haven’t worn make up for over a week now - it feels so normal when there aren’t mirrors around constantly blasting my brain with thoughts of imperfections. It feels safer, less judgmental, and less constraining. I used to wear a full face of make up just to go to the gym, even swimming because I was crippled with self loathing with the thoughts that no one will want to be my friend if they see what I really look like. This makes me laugh now because I’ve had the same friends for the last 15 years and we all look a little better now for embracing our natural looks, hair and all. Now make up to me is fun, and a beautiful tool to dress up and go out - not the mask I used to paint away the imperfections I hated so much.",52,2581,sustainably_vegan
B1wkJe5Bgx7,https://instagram.fclj2-1.fna.fbcdn.net/vp/a213088d68f43e7a7eadf548d108d18c/5E1BFA4F/t51.2885-15/e35/p1080x1080/67417417_646681272489391_6673568103986077883_n.jpg?_nc_ht=instagram.fclj2-1.fna.fbcdn.net&_nc_cat=107,"Eating leftovers feels like past Blue giving present Blue a great big hug.

Cooking in bulk means making instant food that’s healthy, delicious, affordable and just as you like it.

I love eating bits and bobs leftover from different meals. This plate happened to be wilted rainbow chard with lemon juice, crispy fried seitan pieces (recipe included in my ebook), petit pois and leftover onion bhajis. I always get to taste new flavour combinations and reduce my food waste at the same time.
.
#plantbasedfoodie #easyveganmeals #veganmealprep",26,476,blueollis
B1xkpS6gJIt,https://instagram.fclj2-1.fna.fbcdn.net/vp/daa4f64bf4f98d31f334b268f4991af4/5E0C0DC1/t51.2885-15/e35/s1080x1080/69265875_487185851828253_3012300619497557449_n.jpg?_nc_ht=instagram.fclj2-1.fna.fbcdn.net&_nc_cat=109,"Here’s to her majesty. And what better way to toast her, than with her favourite drink 👑 🇬🇧.
.
Her majesty. Elderflower gin. Pimms. Dubbonet. Lemon twist.
.
📸: @colebennetts",10,238,nelrestaurant
B1ykhVbnagP,https://instagram.fclj2-1.fna.fbcdn.net/vp/7e61d5b0c64aeff768d6d7ad1b616119/5E0C3BC9/t51.2885-15/e35/p1080x1080/67895085_220979682199912_8858220629917984381_n.jpg?_nc_ht=instagram.fclj2-1.fna.fbcdn.net&_nc_cat=104,"Is there anything more magical than growing your own food? It honestly never ceases to amaze me that it’s possible to do yourself. I’ve been admiring @thefairlylocalvegan vegetable garden for a while and am just so impressed with what she’s been able to grow. As well as my parents garden and my bf’s family garden which is incredible. I want to learn more about soil, regenerative growing and permaculture - I want to be able to grow lots of my own food and truly appreciate where it comes from! Have you grown anything yourself? And if yes what are you most proud of? 🌿🌼🌸",51,2778,sustainably_vegan
B1zJYqBgbKu,https://instagram.fclj2-1.fna.fbcdn.net/vp/f4428eefcfad8116c9c60e57d6ac4d66/5E176ED7/t51.2885-15/e35/p1080x1080/67583461_2367894373426030_7204388353803628728_n.jpg?_nc_ht=instagram.fclj2-1.fna.fbcdn.net&_nc_cat=110,"NEW ON THE BLOG
Happy Friday! We got a new recipe on the blog for these BBQ Chick’n Mashed Potato Bowls!
100% Vegan, 100% delicious. 
These bowls are filled with delicious mashed potatoes, corn, kale, vegan cheese and the @drpraegers Grandpa Mel’s BBQ Chick’n Tenders. Also, there’s an option to make this creamy BBQ sauce on the side 😍😍😍
Link in bio or go to: http://plantbasedjane.com/2019/08/bbq-chickn-mashed-potato-bowls/ for the recipe!",40,2688,plantbasedjane
B1ztnnmApA1,https://instagram.fclj2-1.fna.fbcdn.net/vp/6c455ed5585b2fd799fbeb4bb55403af/5DF90FB5/t51.2885-15/e35/s1080x1080/68704163_170693950734998_4324378959417006497_n.jpg?_nc_ht=instagram.fclj2-1.fna.fbcdn.net&_nc_cat=102,Happy birthday to our very own @nellyjrobinson. You’re a bloody legend and we love you,1,162,nelrestaurant
B2AOudGFF9h,https://instagram.fclj2-1.fna.fbcdn.net/vp/1891d5a784b57a5140c8e84c059c63a4/5E34313D/t51.2885-15/e35/p1080x1080/69120551_153357035742778_3347874296931295241_n.jpg?_nc_ht=instagram.fclj2-1.fna.fbcdn.net&_nc_cat=110,Mid-Week Comfort = Grilled Maple Sriracha Salmon with Avocado Pineapple Salsa. Shareable Deliciousness. Yes please. Recipe Link in Profile. Happy Wednesday y’all. @traegergrills #TraegerCulinary,277,14653,dennistheprescott
B2AVRP8HEBx,https://instagram.fclj2-1.fna.fbcdn.net/vp/09f6d79c982977aa7c6a0b463eb007ce/5DF9FBE6/t51.2885-15/e35/69485979_529151677839042_3889159630564063182_n.jpg?_nc_ht=instagram.fclj2-1.fna.fbcdn.net&_nc_cat=106,"The Hulk 
________
Wheelers Yard | 28 Lor Ampas, Singapore
________
Looking for something refreshing? This icy drink will cool you off on a hot day! Its made from Green Apples, Ginger and Honey and is served as a slushy ice drink!
________
PS. They have a new menu to invigorate their offerings and of course the attached store is a great place for cycling enthusiats!
________
Check out our IG stories and Highlights (on the profile!!) to get some videos that'll be sure to get you hungry",2,19,eatsmorefun
B2Ai6bOAPaC,https://instagram.fclj2-1.fna.fbcdn.net/vp/80f2797dea6fae4a20246dabbded8bad/5D855895/t51.2885-15/sh0.08/e35/c0.420.1080.1080a/s640x640/69535165_168826417590512_6664175573366250722_n.jpg?_nc_ht=instagram.fclj2-1.fna.fbcdn.net&_nc_cat=108,"We took a trip to Dodger Stadium last month and we thought it would be fun to vlog all of the vegan options that we found at the Stadium!

Vegan food we found at Dodger Stadium: Plant Based Hot Dog, Plant Based Burger (ask for no aioli and no cheese), garlic fries, tempeh bowl, tempeh nachos, garlic fries, and dole whip!",42,1415,sweetsimplevegan
B2CIFnqHgiK,https://instagram.fclj2-1.fna.fbcdn.net/vp/08ab9d30a05a07240cb9049355f7521e/5E19A37D/t51.2885-15/e35/s1080x1080/67832146_723977281406390_8730236396297982200_n.jpg?_nc_ht=instagram.fclj2-1.fna.fbcdn.net&_nc_cat=102,28.,170,3933,sustainably_vegan
